study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	cram_index_ftp	cram_index_aspera	cram_index_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJNA319583	SRP073813	SAMN04901109	SRS1411341	SRX1725734	SRR3438618	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	28483595	2848359500		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132236: X3275_nAcc_C_SL32252; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132236	GSM2132236_r2	1263428584;1277782284;	a3a9aaa116489bac64950c0dced0eee9;709f6c64bc9df7457d5dd1812a4e0e52;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438618/SRR3438618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438618/SRR3438618_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/008/SRR3438618/SRR3438618_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/008/SRR3438618/SRR3438618_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438618/SRR3438618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438618/SRR3438618_2.fastq.gz;							1852300774	2af291e1cf090582e86f39d5104a15df	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/008/SRR3438618	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/008/SRR3438618	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/008/SRR3438618				GSM2132236		X3275_nAcc_C_SL32252		2017-06-26
PRJNA319583	SRP073813	SAMN04901111	SRS1411344	SRX1725736	SRR3438621	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	29060795	2906079500		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132238: X3516_nAcc_C_SL32254; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132238	GSM2132238_r1	1286052288;1325751810;	d5bc40c77e88dd83daf396fa8eb5c215;459d9aa5f31ec53b858c040ada8a422d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438621/SRR3438621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438621/SRR3438621_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/001/SRR3438621/SRR3438621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/001/SRR3438621/SRR3438621_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438621/SRR3438621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438621/SRR3438621_2.fastq.gz;							1910818266	346df99a4f0478423e3a41ddbe0219d5	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/001/SRR3438621	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/001/SRR3438621	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/001/SRR3438621				GSM2132238		X3516_nAcc_C_SL32254		2017-06-26
PRJNA319583	SRP073813	SAMN04901111	SRS1411344	SRX1725736	SRR3438622	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	29390925	2939092500		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132238: X3516_nAcc_C_SL32254; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132238	GSM2132238_r2	1307170745;1345726757;	f87ee684a048a3e2d3f70664d7a110df;e8b9d1526a0d233369df681caa4e5997;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438622/SRR3438622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438622/SRR3438622_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/002/SRR3438622/SRR3438622_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/002/SRR3438622/SRR3438622_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438622/SRR3438622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438622/SRR3438622_2.fastq.gz;							1933777767	80f597c2face65c69faffa794bf9efb0	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/002/SRR3438622	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/002/SRR3438622	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/002/SRR3438622				GSM2132238		X3516_nAcc_C_SL32254		2017-06-26
PRJNA319583	SRP073813	SAMN04901112	SRS1411343	SRX1725737	SRR3438623	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	27481170	2748117000		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132239: X3519_nAcc_C_SL32255; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132239	GSM2132239_r1	1222663351;1263178469;	0dbfbbd49149a7a4af2f065a60112d20;842de34568ce27dd3da32fedddbd9141;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438623/SRR3438623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438623/SRR3438623_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/003/SRR3438623/SRR3438623_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/003/SRR3438623/SRR3438623_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438623/SRR3438623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438623/SRR3438623_2.fastq.gz;							1818743432	6c0bf67a7253e2eec41771d0b0ffb2e5	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/003/SRR3438623	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/003/SRR3438623	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/003/SRR3438623				GSM2132239		X3519_nAcc_C_SL32255		2017-06-26
PRJNA319583	SRP073813	SAMN04901112	SRS1411343	SRX1725737	SRR3438624	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	27607148	2760714800		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132239: X3519_nAcc_C_SL32255; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132239	GSM2132239_r2	1234802010;1273798955;	ab742fdf86358e84d1fc2389e71463f5;a2eb8c8c61f54cb2958ba111adc9625f;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438624/SRR3438624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438624/SRR3438624_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/004/SRR3438624/SRR3438624_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/004/SRR3438624/SRR3438624_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438624/SRR3438624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438624/SRR3438624_2.fastq.gz;							1828879228	17c0cc307234e45d93d63bd428a1fd4d	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/004/SRR3438624	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/004/SRR3438624	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/004/SRR3438624				GSM2132239		X3519_nAcc_C_SL32255		2017-06-26
PRJNA319583	SRP073813	SAMN04901113	SRS1411345	SRX1725738	SRR3438625	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	29812761	2981276100		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132240: X3634_nAcc_M_SL32256; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132240	GSM2132240_r1	1325393202;1357769820;	707efe94775a6c87c4eb18876917dca7;01024cd2dfe80d32e2ac7c5078b4fc2d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438625/SRR3438625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438625/SRR3438625_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/005/SRR3438625/SRR3438625_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/005/SRR3438625/SRR3438625_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438625/SRR3438625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438625/SRR3438625_2.fastq.gz;							1964218223	9f795e92875d4931cb6e2b631485e89b	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/005/SRR3438625	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/005/SRR3438625	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/005/SRR3438625				GSM2132240		X3634_nAcc_M_SL32256		2017-06-26
PRJNA319583	SRP073813	SAMN04901113	SRS1411345	SRX1725738	SRR3438626	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	30095442	3009544200		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132240: X3634_nAcc_M_SL32256; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132240	GSM2132240_r2	1345076794;1375795965;	027a04820358a8725984abcfa23b9ca8;9220c0b2bb146911f17b85a16fb48cbc;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438626/SRR3438626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438626/SRR3438626_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/006/SRR3438626/SRR3438626_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/006/SRR3438626/SRR3438626_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438626/SRR3438626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438626/SRR3438626_2.fastq.gz;							1984609614	f335da8199ed7b817a3f31bf48c43c8f	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/006/SRR3438626	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/006/SRR3438626	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/006/SRR3438626				GSM2132240		X3634_nAcc_M_SL32256		2017-06-26
PRJNA319583	SRP073813	SAMN04901114	SRS1411346	SRX1725739	SRR3438627	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	30925991	3092599100		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132241: X4262_DLPFC_B_SL32257; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132241	GSM2132241_r1	1367162114;1406967141;	48e140d00e64cdfe438e33d8646d88c9;22f42ba8df1b7a7b9552e7af9c590496;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/007/SRR3438627/SRR3438627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/007/SRR3438627/SRR3438627_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/007/SRR3438627/SRR3438627_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/007/SRR3438627/SRR3438627_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/007/SRR3438627/SRR3438627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/007/SRR3438627/SRR3438627_2.fastq.gz;							2030322245	9c8c79591012a7e82aa5a79583e8e06a	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/007/SRR3438627	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/007/SRR3438627	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/007/SRR3438627				GSM2132241		X4262_DLPFC_B_SL32257		2017-06-26
PRJNA319583	SRP073813	SAMN04901114	SRS1411346	SRX1725739	SRR3438628	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	31064472	3106447200		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132241: X4262_DLPFC_B_SL32257; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132241	GSM2132241_r2	1380464314;1418740743;	9c8b477860a766a4223249342efedf12;dce1fae23eba6f4fc08497347166b218;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438628/SRR3438628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438628/SRR3438628_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/008/SRR3438628/SRR3438628_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/008/SRR3438628/SRR3438628_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438628/SRR3438628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/008/SRR3438628/SRR3438628_2.fastq.gz;							2041175673	b4faf21bb07fb388d346cb61c502b730	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/008/SRR3438628	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/008/SRR3438628	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/008/SRR3438628				GSM2132241		X4262_DLPFC_B_SL32257		2017-06-26
PRJNA319583	SRP073813	SAMN04901115	SRS1411348	SRX1725740	SRR3438629	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	26549355	2654935500		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132242: X4357_DLPFC_S_SL32258; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132242	GSM2132242_r1	1173602365;1209749717;	e8dd03cebb7cdbb5c2c8fbed190eb447;9d060a222409558b597475de3c356361;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/009/SRR3438629/SRR3438629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/009/SRR3438629/SRR3438629_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/009/SRR3438629/SRR3438629_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/009/SRR3438629/SRR3438629_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/009/SRR3438629/SRR3438629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/009/SRR3438629/SRR3438629_2.fastq.gz;							1744415780	e5fa65169626ca987f2a389b5590ce85	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/009/SRR3438629	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/009/SRR3438629	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/009/SRR3438629				GSM2132242		X4357_DLPFC_S_SL32258		2017-06-26
PRJNA319583	SRP073813	SAMN04901115	SRS1411348	SRX1725740	SRR3438630	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	26689550	2668955000		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132242: X4357_DLPFC_S_SL32258; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132242	GSM2132242_r2	1185920463;1220751453;	c54ee5a610f3caf85d79cd920859657c;bac15d5b892610a1ad1503d84c8fef00;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/000/SRR3438630/SRR3438630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/000/SRR3438630/SRR3438630_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/000/SRR3438630/SRR3438630_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/000/SRR3438630/SRR3438630_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/000/SRR3438630/SRR3438630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/000/SRR3438630/SRR3438630_2.fastq.gz;							1755070641	947187e65086c9a0efd24919b1b22019	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/000/SRR3438630	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/000/SRR3438630	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/000/SRR3438630				GSM2132242		X4357_DLPFC_S_SL32258		2017-06-26
PRJNA319583	SRP073813	SAMN04901116	SRS1411347	SRX1725741	SRR3438631	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	23550474	2355047400		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132243: X4359_DLPFC_B_SL32259; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132243	GSM2132243_r1	1043258255;1071807563;	a08e8763849f77bed1bb886d07a14fb5;8b51fd2696cb06cd32a730c752072eb3;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438631/SRR3438631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438631/SRR3438631_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/001/SRR3438631/SRR3438631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/001/SRR3438631/SRR3438631_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438631/SRR3438631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/001/SRR3438631/SRR3438631_2.fastq.gz;							1547296044	4bfbcdce697998071fb1ba90c3c492b7	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/001/SRR3438631	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/001/SRR3438631	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/001/SRR3438631				GSM2132243		X4359_DLPFC_B_SL32259		2017-06-26
PRJNA319583	SRP073813	SAMN04901116	SRS1411347	SRX1725741	SRR3438632	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	23607496	2360749600		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132243: X4359_DLPFC_B_SL32259; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132243	GSM2132243_r2	1051254576;1078420293;	d94d7e559cd1fd47fc6f366ac2b82349;8e8e16974a2ac3c77d28b61e9b283f93;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438632/SRR3438632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438632/SRR3438632_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/002/SRR3438632/SRR3438632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/002/SRR3438632/SRR3438632_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438632/SRR3438632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/002/SRR3438632/SRR3438632_2.fastq.gz;							1552204814	c857ab866af3a428e8525f02fa5ec646	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/002/SRR3438632	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/002/SRR3438632	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/002/SRR3438632				GSM2132243		X4359_DLPFC_B_SL32259		2017-06-26
PRJNA319583	SRP073813	SAMN04901117	SRS1411349	SRX1725742	SRR3438633	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	24953156	2495315600		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132244: X4413_DLPFC_S_SL32260; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132244	GSM2132244_r1	1090705189;1120996455;	e7ae68e5b13e26b295bff82265c5ca69;4e0fd147cc9643df78f41f94b542dcd7;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438633/SRR3438633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438633/SRR3438633_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/003/SRR3438633/SRR3438633_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/003/SRR3438633/SRR3438633_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438633/SRR3438633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/003/SRR3438633/SRR3438633_2.fastq.gz;							1610926299	e0165696a18d5ec10766ba4d248bc889	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/003/SRR3438633	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/003/SRR3438633	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/003/SRR3438633				GSM2132244		X4413_DLPFC_S_SL32260		2017-06-26
PRJNA319583	SRP073813	SAMN04901117	SRS1411349	SRX1725742	SRR3438634	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	27204477	2720447700		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132244: X4413_DLPFC_S_SL32260; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132244	GSM2132244_r2	1212685974;1248490145;	0450961d50a081d112b82d6c35f95f10;94212855b8cd1d2492c625cf6b91663d;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438634/SRR3438634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438634/SRR3438634_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/004/SRR3438634/SRR3438634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/004/SRR3438634/SRR3438634_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438634/SRR3438634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/004/SRR3438634/SRR3438634_2.fastq.gz;							1792895326	464dc12e44e2614885fd143795bc1a9c	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/004/SRR3438634	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/004/SRR3438634	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/004/SRR3438634				GSM2132244		X4413_DLPFC_S_SL32260		2017-06-26
PRJNA319583	SRP073813	SAMN04901118	SRS1411350	SRX1725743	SRR3438635	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	28569256	2856925600		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132245: X1881_nAcc_B_SL32261; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132245	GSM2132245_r1	1248937887;1280242562;	6fde956dbd8368084c73c38e1b2f4042;f3bbb538aac8072984e4640385fa3a50;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438635/SRR3438635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438635/SRR3438635_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/005/SRR3438635/SRR3438635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/005/SRR3438635/SRR3438635_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438635/SRR3438635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/005/SRR3438635/SRR3438635_2.fastq.gz;							1843312944	ca389579f62e71db114984a4663ecfb5	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/005/SRR3438635	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/005/SRR3438635	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/005/SRR3438635				GSM2132245		X1881_nAcc_B_SL32261		2017-06-26
PRJNA319583	SRP073813	SAMN04901118	SRS1411350	SRX1725743	SRR3438636	SRA419962	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 2000			PAIRED	RNA-Seq	TRANSCRIPTOMIC	cDNA	31166386	3116638600		2017-06-26	2017-06-26	Illumina HiSeq 2000 sequencing; GSM2132245: X1881_nAcc_B_SL32261; Homo sapiens; RNA-Seq	RNA-sequencing of human post-mortem brain tissues	GSE80655	GSM2132245	GSM2132245_r2	1389712469;1427089426;	e8630da669799749d7e2dbd62671f71c;c3c027cdcdc3bd2d12eac05690765b19;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438636/SRR3438636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438636/SRR3438636_2.fastq.gz;	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/006/SRR3438636/SRR3438636_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR343/006/SRR3438636/SRR3438636_2.fastq.gz;	ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438636/SRR3438636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR343/006/SRR3438636/SRR3438636_2.fastq.gz;							2053199633	847a3ed7ad369d104689f9d368a9b933	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/006/SRR3438636	fasp.sra.ebi.ac.uk:/vol1/srr/SRR343/006/SRR3438636	ftp.sra.ebi.ac.uk/vol1/srr/SRR343/006/SRR3438636				GSM2132245		X1881_nAcc_B_SL32261		2017-06-26
